predict_data,mse,rmse,mape,smooth,skip,result_corr
58.31856  74.07326  46.64758  41.17547  53.614536 38.88178  78.35752 33.482246 58.598106 22.83198  45.67074  37.075436,1090.337,33.020251908984775,0.37237835,rolling6,12,-0.056522255575688685
59.632385 54.855473 36.56563  46.953575 38.12049  17.972345 28.783974 27.703613 60.97921  11.001712 36.725735 36.352295,344.92667,18.572201438164665,0.29983467,rolling6,12,0.6207815016189888
115.306206   36.059372   86.337296   38.48262    33.30746     8.693882  72.09586    28.103031   41.659138    2.9029825  55.652267   54.728077 ,1267.4763,35.60163364733948,0.50164336,rolling6,12,-0.474003241732346
107.32214    68.100746   74.18532    47.293495   37.75806    24.45979  83.801605   39.564514   43.060802   -3.1345837  38.958687   38.882355 ,1418.6865,37.66545530638784,0.49790797,rolling6,12,-0.5320847888807642
103.19046   75.2923    72.302     41.396214  47.84152    5.75857  40.29381   36.10282   52.203102 -28.86482   30.240772  16.025915,2936.363,54.18821861908154,0.5414643,rolling6,12,-0.770290652322848
 96.511604  72.21149   73.13644   49.263954  28.955545   8.73522  43.36491   32.29614   43.080257 -28.015121  33.66712   26.218018,2789.5671,52.81635294747144,0.51863706,rolling6,12,-0.33917679827109815
 93.247635  58.47571   70.76872   44.949623  31.19593    6.220291  34.186695  34.200512  46.5686   -14.397387  33.078354  14.765048,5712.5215,75.58122441701379,0.6401747,rolling6,12,-0.3034443994215655
 50.467213    49.028114    38.93599     58.529938    23.900858  19.323006    -7.664394    54.2529      36.950302   -29.22133  -0.79655623  32.86186   ,4517.8086,67.21464567897387,0.66106206,rolling6,12,-0.42670510489926633
44.622562  67.38919   52.627308  86.96582   15.73276   21.048159 43.078144  51.918514  45.516895  -7.9885755 13.822474  21.251389 ,6967.787,83.47327182622591,0.6763571,rolling6,12,0.0992372678042133
 39.07222    40.098633   23.216042   49.017372   22.835255   29.991093  -2.0087373  36.52595    35.777534  -18.290043   15.34521    29.20276  ,6776.8066,82.32136199447261,0.7337823,rolling6,12,-0.3932595034505871
 35.42281   63.825497  44.49452   59.04902   35.39791  -22.457174  43.744537  76.29362   95.885025 -16.34594   20.506332  23.433958,8141.025,90.22762826509268,0.68095285,rolling6,12,0.019517903063679135
26.66875   52.907448  38.439953  46.908672  -2.6736486 27.479788 22.903362  11.683205  36.175934  31.853031  37.019474  42.822163 ,4143.039,64.36644360612135,0.67101336,rolling6,12,0.3005911082985915
 21.451654  62.09766   36.739212  69.95093  -19.307392  29.506584  46.28064   52.975307  68.85677   26.203276  33.61133   30.29767 ,7891.361,88.83333180650014,0.6899169,rolling6,12,0.05393933421619605
